uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
Q9Y618,P10828,1,0.726829268,0.401321179,0.564075224,0,,,,,,,0,NCOR2,THRB,0,0,0
Q9Y618,Q9H334,1,0.726829268,0.401306797,0.564068032,0,,,,,,,0,NCOR2,FOXP1,0,0,0
Q9Y618,P49207,1,0.726829268,0.401306244,0.564067756,0,,,,,,,0,NCOR2,RPL34,0,0,0
Q16651,P50548,1,0.717073171,0.401323913,0.559198542,0,,,,,,,0,PRSS8,ERF,0,0,0
Q16651,Q8IU60,1,0.72195122,0.40103475,0.561492985,0,,,,,,,0,PRSS8,DCP2,0,0,0
Q92966,Q8N2N9,1,0.780487805,0.401407021,0.590947413,0,,,,,,,0,SNAPC3,ANKRD36B,0,0,0
O75157,Q6P1L5,1,0.717073171,0.401323913,0.559198542,0,,,,,,,0,TSC22D2,FAM117B,0,0,0
Q9UI47,P12532,1,0.741463415,0.401529719,0.571496567,0,,,,,,,0,CTNNA3,CKMT1B,0,0,0
Q9UI47,Q7Z418,1,0.551219512,0.401554829,0.476387171,0,,,,,,,0,CTNNA3,KCNK18,0,0,0
Q8NEN0,Q7Z418,1,0.551219512,0.401554962,0.476387237,0,,,,,,,0,ARMC2,KCNK18,0,0,0
A6NP11,Q9P2M7,1,0.52195122,0.40160305,0.461777135,0,,,,,,,0,ZNF716,CGN,0,0,0
Q32NC0,P51608,1,0.780487805,0.401557773,0.591022789,0,,,,,,,0,C18orf21,MECP2,0,0,0
Q6ZNL6,P12532,1,0.726829268,0.401321501,0.564075385,0,,,,,,,0,FGD5,CKMT1B,0,0,0
Q6ZNL6,Q9Y6Q2,1,0.52195122,0.401602916,0.461777068,0,,,,,,,0,FGD5,STON1,0,0,0
Q6ZNL6,O43463,1,0.824390244,0.40153037,0.612960307,0,,Q6ZNL6,O43463,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2,1,FGD5,SUV39H1,0,0,0
P43121,Q9H2S6,1,0.526829268,0.401555214,0.464192241,0,,,,,,,0,MCAM,TNMD,0,0,0
P43121,P60411,1,0.52195122,0.401306818,0.461629019,0,,,,,,,0,MCAM,KRTAP10-9,0,0,0
P43121,Q8NDV3,1,0.52195122,0.40160292,0.46177707,0,,,,,,,0,MCAM,SMC1B,0,0,0
P43121,P49888,1,0.526829268,0.401555151,0.46419221,0,,,,,,,0,MCAM,SULT1E1,0,0,0
Q6P996,Q99788,1,0.731707317,0.401322309,0.566514813,0,,,,,,,0,PDXDC1,CMKLR1,0,0,0
Q6P996,Q9P2W7,1,0.741463415,0.401518492,0.571490953,0,,,,,,,0,PDXDC1,B3GAT1,0,0,0
Q6P996,Q15643,1,0.526829268,0.401554902,0.464192085,0,,,,,,,0,PDXDC1,TRIP11,0,0,0
Q6P996,O95994,1,0.726829268,0.401306968,0.564068118,0,,,,,,,0,PDXDC1,AGR2,0,0,0
P40121,Q969X2,1,0.72195122,0.401359556,0.561655388,0,,,,,,,0,CAPG,ST6GALNAC6,0,0,0
P40121,Q15003,1,0.819512195,0.401540683,0.610526439,0,,,,,,,0,CAPG,NCAPH,0,0,0
Q9H2S6,P36957,1,0.829268293,0.40138569,0.615326991,0,,,,,,,0,TNMD,DLST,0,0,0
Q8N9B8,A6H8Y1,1,0.526829268,0.401603065,0.464216167,0,,,,,,,0,RASGEF1A,BDP1,0,0,0
Q8N9B8,Q8NFC6,1,0.52195122,0.401603036,0.461777128,0,,,,,,,0,RASGEF1A,BOD1L1,0,0,0
Q8TF50,Q14005,1,0.731707317,0.401321754,0.566514535,0,,,,,,,0,ZNF526,IL16,0,0,0
Q96AN5,Q8N6G5,1,0.780487805,0.401144995,0.5908164,0,,,,,,,0,TMEM143,CSGALNACT2,0,0,0
Q96AN5,Q9H313,1,0.8,0.401098944,0.600549472,0,,,,,,,0,TMEM143,TTYH1,0,0,0
P18858,Q15643,1,0.551219512,0.401633126,0.476426319,0,,,,,,,0,LIG1,TRIP11,0,0,0
P18858,P49959,1,0.72195122,0.401442966,0.561697093,0,,,,,,,0,LIG1,MRE11,0,0,0
P18858,Q8WV41,1,0.526829268,0.401633135,0.464231202,0,,,,,,,0,LIG1,SNX33,0,0,0
Q15293,O75665,1,0.751219512,0.401200851,0.576210182,0,,,,,,,0,RCN1,OFD1,0,0,0
Q15293,A6H8Y1,1,0.526829268,0.401681277,0.464255273,0,,,,,,,0,RCN1,BDP1,0,0,0
Q15293,Q8NFC6,1,0.526829268,0.401681255,0.464255262,0,,,,,,,0,RCN1,BOD1L1,0,0,0
Q15293,O94989,1,0.746341463,0.401673152,0.574007308,0,,,,,,,0,RCN1,ARHGEF15,0,0,0
Q15293,Q6NUS6,1,0.741463415,0.401652868,0.571558141,0,,,,,,,0,RCN1,TCTN3,0,0,0
Q15293,Q9NR63,1,0.526829268,0.401555541,0.464192404,0,,,,,,,0,RCN1,CYP26B1,0,0,0
Q15293,A9YTQ3,1,0.526829268,0.401633053,0.464231161,0,,,,,,,0,RCN1,AHRR,0,0,0
Q15293,Q32MK0,1,0.526829268,0.401633064,0.464231166,0,,,,,,,0,RCN1,MYLK3,0,0,0
Q9UPM9,P30613,1,0.526829268,0.401633138,0.464231203,0,,,,,,,0,B9D1,PKLR,0,0,0
Q96NU1,A0A0B4J1V7,1,0.551219512,0.401554851,0.476387182,0,,,,,,,0,SAMD11,IGHV7-81,0,0,0
Q96NU1,P31941,1,0.551219512,0.401554695,0.476387104,0,,,,,,,0,SAMD11,APOBEC3A,0,0,0
Q96NU1,Q9H0C1,1,0.731707317,0.401322168,0.566514742,0,,,,,,,0,SAMD11,ZMYND12,0,0,0
Q96NU1,Q8N0U2,1,0.551219512,0.40155466,0.476387086,0,,,,,,,0,SAMD11,TMEM61,0,0,0
Q96NU1,Q96M83,1,0.52195122,0.401603041,0.46177713,0,,,,,,,0,SAMD11,CCDC7,0,0,0
Q96NU1,A0A0B4J1U4,1,0.551219512,0.401554687,0.4763871,0,,,,,,,0,SAMD11,TRGV5,0,0,0
A0A075B6T7,Q6P1L5,1,0.551219512,0.40155533,0.476387421,0,,,,,,,0,TRAV6,FAM117B,0,0,0
Q9BYW1,P47804,1,0.52195122,0.401554914,0.461753067,0,,,,,,,0,SLC2A11,RGR,0,0,0
Q9BYW1,Q9Y4R8,1,0.551219512,0.401632981,0.476426246,0,,,,,,,0,SLC2A11,TELO2,0,0,0
Q9Y2A9,Q8N6G5,1,0.72195122,0.401034417,0.561492818,0,,,,,,,0,B3GNT3,CSGALNACT2,0,0,0
Q9Y2A9,Q8NFC6,1,0.526829268,0.401681364,0.464255316,0,,,,,,,0,B3GNT3,BOD1L1,0,0,0
Q9Y2A9,Q6NXT4,1,0.726829268,0.401456896,0.564143082,0,,,,,,,0,B3GNT3,SLC30A6,0,0,0
P50391,A6H8Y1,1,0.526829268,0.401681218,0.464255243,0,,,,,,,0,NPY4R,BDP1,0,0,0
P50391,Q8NFC6,1,0.526829268,0.401681184,0.464255226,0,,,,,,,0,NPY4R,BOD1L1,0,0,0
P50391,Q32MK0,1,0.551219512,0.401633302,0.476426407,0,,,,,,,0,NPY4R,MYLK3,0,0,0
Q9GZX7,A6H8Y1,1,0.526829268,0.401681408,0.464255338,0,,,,,,,0,AICDA,BDP1,0,0,0
Q9GZX7,Q8NFC6,1,0.526829268,0.40168116,0.464255214,0,,,,,,,0,AICDA,BOD1L1,0,0,0
Q9GZX7,Q5H9J9,1,0.52195122,0.401633056,0.461792138,0,,,,,,,0,AICDA,TCP11X2,0,0,0
Q9GZX7,Q5VWK0,1,0.536585366,0.40163306,0.469109213,0,,,,,,,0,AICDA,NBPF6,0,0,0
Q9GZX7,P52272,1,0.72195122,0.401458064,0.561704642,0,,,,,,,0,AICDA,HNRNPM,0,0,0
Q9GZX7,Q9UBT2,1,0.52195122,0.401633112,0.461792166,0,,,,,,,0,AICDA,UBA2,0,0,0
Q9GZX7,A9YTQ3,1,0.551219512,0.40155472,0.476387116,0,,,,,,,0,AICDA,AHRR,0,0,0
Q9GZX7,Q9UKF6,1,0.726829268,0.401322155,0.564075712,0,,,,,,,0,AICDA,CPSF3,0,0,0
Q9GZX7,Q92187,1,0.52195122,0.401554844,0.461753032,0,,,,,,,0,AICDA,ST8SIA4,0,0,0
A0A0B4J1V7,O75716,1,0.536585366,0.40155546,0.469070413,0,,,,,,,0,IGHV7-81,STK16,0,0,0
A6NP11,Q96SR6,1,0.551219512,0.401554869,0.476387191,0,,,,,,,0,ZNF716,ZNF382,0,0,0
A0A0B4J1V7,Q8N0U2,1,0.536585366,0.401555968,0.469070667,0,,,,,,,0,IGHV7-81,TMEM61,0,0,0
A0A0B4J1V7,A6NDN3,1,0.551219512,0.401554765,0.476387139,0,,,,,,,0,IGHV7-81,GOLGA6B,0,0,0
A0A0B4J1V7,Q8IYV9,1,0.551219512,0.401555096,0.476387304,0,,,,,,,0,IGHV7-81,IZUMO1,0,0,0
Q17R89,Q6ZT21,1,0.551219512,0.401554997,0.476387254,0,,,,,,,0,ARHGAP44,TMPPE,0,0,0
Q17R89,Q96G74,1,0.551219512,0.40155502,0.476387266,0,,,,,,,0,ARHGAP44,OTUD5,0,0,0
Q17R89,Q68DY9,1,0.551219512,0.401554854,0.476387183,0,,,,,,,0,ARHGAP44,ZNF772,0,0,0
Q17R89,Q9UK13,1,0.526829268,0.401555158,0.464192213,0,,,,,,,0,ARHGAP44,ZNF221,0,0,0
Q17R89,Q15648,1,0.52195122,0.401602867,0.461777043,0,,,,,,,0,ARHGAP44,MED1,0,0,0
Q17R89,A0A1B0GVH7,1,0.526829268,0.401554795,0.464192032,0,,,,,,,0,ARHGAP44,IQCM,0,0,0
Q17R89,P49888,1,0.551219512,0.401554701,0.476387106,0,,,,,,,0,ARHGAP44,SULT1E1,0,0,0
Q17R89,Q969I3,1,0.551219512,0.401554634,0.476387073,0,,,,,,,0,ARHGAP44,GLYATL1,0,0,0
Q17R89,Q9Y2G2,1,0.551219512,0.401554655,0.476387084,0,,,,,,,0,ARHGAP44,CARD8,0,0,0
Q17R89,Q5VUY2,1,0.551219512,0.401554778,0.476387145,0,,,,,,,0,ARHGAP44,AADACL4,0,0,0
Q17R89,Q5JNZ3,1,0.526829268,0.401555297,0.464192283,0,,,,,,,0,ARHGAP44,ZNF311,0,0,0
Q17R89,Q13946,1,0.551219512,0.401554767,0.47638714,0,,,,,,,0,ARHGAP44,PDE7A,0,0,0
Q6ZT21,Q96G74,1,0.551219512,0.401557079,0.476388296,0,,,,,,,0,TMPPE,OTUD5,0,0,0
Q6ZT21,Q8NDV3,1,0.526829268,0.401602897,0.464216083,0,,,,,,,0,TMPPE,SMC1B,0,0,0
Q6ZT21,Q9UK13,1,0.52195122,0.401555624,0.461753422,0,,,,,,,0,TMPPE,ZNF221,0,0,0
Q6ZT21,Q15648,1,0.526829268,0.40160297,0.464216119,0,,,,,,,0,TMPPE,MED1,0,0,0
Q6ZT21,Q9NY72,1,0.726829268,0.401306551,0.56406791,0,,,,,,,0,TMPPE,SCN3B,0,0,0
Q6ZT21,P49888,1,0.52195122,0.401555791,0.461753505,0,,,,,,,0,TMPPE,SULT1E1,0,0,0
Q6ZT21,Q969I3,1,0.52195122,0.401555677,0.461753448,0,,,,,,,0,TMPPE,GLYATL1,0,0,0
Q6ZT21,P07204,1,0.52195122,0.401307675,0.461629447,0,,,,,,,0,TMPPE,THBD,0,0,0
Q6ZT21,O00322,1,0.770731707,0.401318146,0.586024926,0,,,,,,,0,TMPPE,UPK1A,0,0,0
Q6P1L5,Q8NHV4,1,0.72195122,0.401034171,0.561492695,0,,,,,,,0,FAM117B,NEDD1,0,0,0
Q6P1L5,A0A0B4J245,1,0.526829268,0.401555498,0.464192383,0,,,,,,,0,FAM117B,TRAV12-1,0,0,0
Q6P1L5,Q13148,1,0.834146341,0.401307246,0.617726794,0,,,,,,,0,FAM117B,TARDBP,0,0,0
Q6P1L5,O95994,1,0.746341463,0.401531159,0.573936311,0,,,,,,,0,FAM117B,AGR2,0,0,0
Q6P1L5,A0A286YF18,1,0.526829268,0.401555391,0.46419233,0,,,,,,,0,FAM117B,SMIM44,0,0,0
O43313,Q16586,1,0.536585366,0.401555325,0.469070346,0,,,,,,,0,ATMIN,SGCA,0,0,0
O43313,A0A096LP01,1,0.526829268,0.40155512,0.464192194,0,,,,,,,0,ATMIN,SMIM26,0,0,0
O43313,Q9UNN4,1,0.526829268,0.401555351,0.46419231,0,,,,,,,0,ATMIN,GTF2A1L,0,0,0
O75716,P60411,1,0.726829268,0.401415441,0.564122355,0,,,,,,,0,STK16,KRTAP10-9,0,0,0
O75716,O95994,1,0.72195122,0.401307965,0.561629592,0,,,,,,,0,STK16,AGR2,0,0,0
O75716,Q96M83,1,0.526829268,0.401602981,0.464216124,0,,,,,,,0,STK16,CCDC7,0,0,0
Q8N6G5,Q8IWR1,1,0.726829268,0.401307668,0.564068468,0,,,,,,,0,CSGALNACT2,TRIM59,0,0,0
Q8N6G5,Q6NXT4,1,0.726829268,0.401307715,0.564068492,0,,,,,,,0,CSGALNACT2,SLC30A6,0,0,0
Q9BYQ4,P60411,1,0.72195122,0.401036383,0.561493801,0,,Q9BYQ4,P60411,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2,1,KRTAP9-2,KRTAP10-9,0,0,0
Q9BYQ4,A8MV65,1,0.72195122,0.401374442,0.561662831,0,,,,,,,0,KRTAP9-2,VGLL3,0,0,0
Q9BYQ4,Q92570,1,0.726829268,0.401307876,0.564068572,0,,,,,,,0,KRTAP9-2,NR4A3,0,0,0
Q9BYQ4,Q13148,1,0.829268293,0.401309429,0.615288861,0,,,,,,,0,KRTAP9-2,TARDBP,0,0,0
Q86TY3,Q9UJJ7,1,0.551219512,0.401554625,0.476387068,0,,,,,,,0,ARMH4,RPUSD1,0,0,0
P23327,Q7Z418,1,0.551219512,0.401555459,0.476387485,0,,,,,,,0,HRC,KCNK18,0,0,0
P30613,Q96G74,1,0.726829268,0.401949941,0.564389605,0,,,,,,,0,PKLR,OTUD5,0,0,0
P30613,P60411,1,0.52195122,0.401306543,0.461628881,0,,,,,,,0,PKLR,KRTAP10-9,0,0,0
P30613,Q9NY72,1,0.551219512,0.401554598,0.476387055,0,,,,,,,0,PKLR,SCN3B,0,0,0
P30613,Q6UWI4,1,0.551219512,0.401554675,0.476387094,0,,,,,,,0,PKLR,SHISA2,0,0,0
P30613,H3BNL1,1,0.551219512,0.40155457,0.476387041,0,,,,,,,0,PKLR,C3orf84,0,0,0
Q86TY3,P51580,1,0.551219512,0.401554597,0.476387055,0,,,,,,,0,ARMH4,TPMT,0,0,0
P30613,Q86UN6,1,0.551219512,0.40155466,0.476387086,0,,,,,,,0,PKLR,AKAP14,0,0,0
P30613,Q8NEP3,1,0.526829268,0.401554866,0.464192067,0,,,,,,,0,PKLR,DNAAF1,0,0,0
P30613,P79483,1,0.526829268,0.401554686,0.464191977,0,,,,,,,0,PKLR,HLA-DRB3,0,0,0
P30613,Q8NGH8,1,0.551219512,0.40155535,0.476387431,0,,,,,,,0,PKLR,OR56A4,0,0,0
Q8NGA1,O43567,1,0.526829268,0.401633935,0.464231602,0,,,,,,,0,OR1M1,RNF13,0,0,0
Q86TY3,P01824,1,0.551219512,0.401554646,0.476387079,0,,,,,,,0,ARMH4,IGHV4-39,0,0,0
Q86TY3,O95772,1,0.551219512,0.401554739,0.476387126,0,,,,,,,0,ARMH4,STARD3NL,0,0,0
Q8NGA1,Q96BR5,1,0.526829268,0.401556394,0.464192831,0,,,,,,,0,OR1M1,COA7,0,0,0
Q9Y467,Q5VYY1,1,0.551219512,0.401554686,0.476387099,0,,,,,,,0,SALL2,ANKRD22,0,0,0
Q9Y467,Q6UWW0,1,0.551219512,0.401554635,0.476387074,0,,,,,,,0,SALL2,LCN15,0,0,0
Q9Y467,Q9NW07,1,0.551219512,0.401554875,0.476387194,0,,,,,,,0,SALL2,ZNF358,0,0,0
Q9Y467,Q9Y2G2,1,0.726829268,0.401306584,0.564067926,0,,,,,,,0,SALL2,CARD8,0,0,0
Q9Y467,P60763,1,0.551219512,0.401554812,0.476387162,0,,,,,,,0,SALL2,RAC3,0,0,0
Q9Y467,O95994,1,0.551219512,0.401554929,0.476387221,0,,,,,,,0,SALL2,AGR2,0,0,0
Q9Y467,Q12972,1,0.551219512,0.401554802,0.476387157,0,,,,,,,0,SALL2,PPP1R8,0,0,0
P31941,Q96M83,1,0.52195122,0.401602896,0.461777058,0,,,,,,,0,APOBEC3A,CCDC7,0,0,0
O75503,Q8WZA2,1,0.52195122,0.401603201,0.46177721,0,,,,,,,0,CLN5,RAPGEF4,0,0,0
O75503,Q13148,1,0.726829268,0.401744125,0.564286696,0,,,,,,,0,CLN5,TARDBP,0,0,0
O75503,P12235,1,0.72195122,0.401496563,0.561723891,0,,,,,,,0,CLN5,SLC25A4,0,0,0
Q8NHV4,O75665,1,0.785365854,0.401603825,0.59348484,0,,,,,,,0,NEDD1,OFD1,0,0,0
Q8NHV4,Q8TES7,1,0.775609756,0.401407145,0.58850845,0,,,,,,,0,NEDD1,FBF1,0,0,0
Q8NHV4,Q96KQ4,1,0.726829268,0.401306458,0.564067863,0,,,,,,,0,NEDD1,PPP1R13B,0,0,0
Q8NHV4,P39023,1,0.785365854,0.401555727,0.59346079,0,,,,,,,0,NEDD1,RPL3,0,0,0
P54278,P62714,1,0.804878049,0.401321485,0.603099767,0,,,,,,,0,PMS2,PPP2CB,0,0,0
Q9Y6F1,Q14005,1,0.551219512,0.401554864,0.476387188,0,,,,,,,0,PARP3,IL16,0,0,0
P20827,Q8NGH8,1,0.536585366,0.401556279,0.469070822,0,,,,,,,0,EFNA1,OR56A4,0,0,0
P12532,A6H8Y1,1,0.526829268,0.401603092,0.46421618,0,,,,,,,0,CKMT1B,BDP1,0,0,0
P12532,Q8NFC6,1,0.526829268,0.401603124,0.464216196,0,,,,,,,0,CKMT1B,BOD1L1,0,0,0
Q86TY3,A0A0B4J1V7,1,0.526829268,0.401554973,0.46419212,0,,,,,,,0,ARMH4,IGHV7-81,0,0,0
P12532,O94989,1,0.741463415,0.401307179,0.571385297,0,,,,,,,0,CKMT1B,ARHGEF15,0,0,0
Q8N468,Q14005,1,0.551219512,0.401555037,0.476387275,0,,,,,,,0,MFSD4A,IL16,0,0,0
Q8N468,Q8WU79,1,0.741463415,0.401257199,0.571360307,0,,,,,,,0,MFSD4A,SMAP2,0,0,0
O00203,P84085,1,0.72195122,0.401321809,0.561636514,0,,,,,,,0,AP3B1,ARF5,0,0,0
O00203,Q86V59,1,0.746341463,0.401538438,0.573939951,0,,,,,,,0,AP3B1,PNMA8A,0,0,0
O00203,Q6XPS3,1,0.736585366,0.401517603,0.569051484,0,,,,,,,0,AP3B1,TPTE2,0,0,0
O00203,Q96L92,1,0.536585366,0.401555002,0.469070184,0,,,,,,,0,AP3B1,SNX27,0,0,0
O00203,O95994,1,0.726829268,0.401321635,0.564075452,0,,,,,,,0,AP3B1,AGR2,0,0,0
O00203,Q5VSY0,1,0.726829268,0.401306962,0.564068115,0,,,,,,,0,AP3B1,GKAP1,0,0,0
O00203,Q8NCB2,1,0.746341463,0.401306871,0.573824167,0,,,,,,,0,AP3B1,CAMKV,0,0,0
P13385,Q8IVV7,1,0.726829268,0.401306685,0.564067977,1,0.287396938,,,,,,0,TDGF1,GID4,0,0,0
P58417,Q14005,1,0.551219512,0.401554664,0.476387088,0,,,,,,,0,NXPH1,IL16,0,0,0
P58417,Q9P2N2,1,0.526829268,0.40155482,0.464192044,0,,,,,,,0,NXPH1,ARHGAP28,0,0,0
Q86TY3,Q8N0U2,1,0.551219512,0.401554805,0.476387159,0,,,,,,,0,ARMH4,TMEM61,0,0,0
O75665,P30101,1,0.775609756,0.401406897,0.588508327,0,,,,,,,0,OFD1,PDIA3,0,0,0
O75665,Q8TES7,1,0.736585366,0.401267768,0.568926567,0,,,,,,,0,OFD1,FBF1,0,0,0
O75665,Q9UBT2,1,0.731707317,0.401531123,0.56661922,0,,,,,,,0,OFD1,UBA2,0,0,0
O75665,Q6XPS3,1,0.731707317,0.401321833,0.566514575,0,,,,,,,0,OFD1,TPTE2,0,0,0
O75665,P39023,1,0.52195122,0.401603257,0.461777238,0,,,,,,,0,OFD1,RPL3,0,0,0
Q86TY3,Q96M83,1,0.52195122,0.401603071,0.461777145,0,,,,,,,0,ARMH4,CCDC7,0,0,0
O75665,P49959,1,0.741463415,0.401444137,0.571453776,0,,,,,,,0,OFD1,MRE11,0,0,0
O75665,Q969Q6,1,0.717073171,0.4013231,0.559198135,0,,,,,,,0,OFD1,PPP2R3C,0,0,0
Q86TY3,A0A0B4J1U4,1,0.551219512,0.401555005,0.476387259,0,,,,,,,0,ARMH4,TRGV5,0,0,0
O75665,Q15276,1,0.785365854,0.4014156,0.593390727,0,,,,,,,0,OFD1,RABEP1,0,0,0
Q6ZMJ4,Q9NU63,1,0.536585366,0.401555544,0.469070455,0,,,,,,,0,IL34,ZFP57,0,0,0
Q6ZMJ4,Q6P9G9,1,0.551219512,0.401555186,0.476387349,0,,,,,,,0,IL34,ZNF449,0,0,0
Q6ZMJ4,P07204,1,0.526829268,0.401555414,0.464192341,0,,,,,,,0,IL34,THBD,0,0,0
Q6ZMJ4,A9YTQ3,1,0.551219512,0.401555282,0.476387397,0,,,,,,,0,IL34,AHRR,0,0,0
Q6ZMJ4,Q32MK0,1,0.551219512,0.401555087,0.4763873,0,,,,,,,0,IL34,MYLK3,0,0,0
A0A1B0GUW6,P53420,1,0.526829268,0.40155527,0.464192269,0,,,,,,,0,SPEM3,COL4A4,0,0,0
Q9Y577,P49756,1,0.52195122,0.401555134,0.461753177,0,,,,,,,0,TRIM17,RBM25,0,0,0
O15056,O43895,1,0.551219512,0.40155474,0.476387126,0,,,,,,,0,SYNJ2,XPNPEP2,0,0,0
Q9HBW0,Q9H6H4,1,0.536585366,0.401635783,0.469110574,0,,,,,,,0,LPAR2,REEP4,0,0,0
Q9HBW0,P49756,1,0.551219512,0.401633359,0.476426436,0,,,,,,,0,LPAR2,RBM25,0,0,0
Q9HBW0,Q8N465,1,0.526829268,0.401634311,0.464231789,0,,,,,,,0,LPAR2,D2HGDH,0,0,0
Q9H346,Q8IXK0,1,0.551219512,0.40163334,0.476426426,0,,,,,,,0,OR52D1,PHC2,0,0,0
Q96G74,P21580,1,0.726829268,0.401307382,0.564068325,0,,,,,,,0,OTUD5,TNFAIP3,0,0,0
Q96G74,Q8NDV3,1,0.52195122,0.401603152,0.461777186,0,,,,,,,0,OTUD5,SMC1B,0,0,0
P00390,P53602,1,0.726829268,0.401324762,0.564077015,0,,,,,,,0,GSR,MVD,0,0,0
A6H8Y1,Q8IWR1,1,0.526829268,0.401602895,0.464216082,0,,,,,,,0,BDP1,TRIM59,0,0,0
A6H8Y1,P10828,1,0.526829268,0.401602917,0.464216093,0,,,,,,,0,BDP1,THRB,0,0,0
A6H8Y1,Q5H9J9,1,0.526829268,0.401602977,0.464216123,0,,,,,,,0,BDP1,TCP11X2,0,0,0
A6H8Y1,Q9NU63,1,0.526829268,0.401602897,0.464216082,0,,,,,,,0,BDP1,ZFP57,0,0,0
A6H8Y1,Q5VWK0,1,0.52195122,0.401602956,0.461777088,0,,,,,,,0,BDP1,NBPF6,0,0,0
A6H8Y1,Q6P9G9,1,0.526829268,0.401602916,0.464216092,0,,,,,,,0,BDP1,ZNF449,0,0,0
A6H8Y1,Q8NDC0,1,0.526829268,0.401602954,0.464216111,0,,,,,,,0,BDP1,MAPK1IP1L,0,0,0
A6H8Y1,Q9Y606,1,0.526829268,0.401602849,0.464216058,0,,,,,,,0,BDP1,PUS1,0,0,0
A6H8Y1,P07204,1,0.526829268,0.401602866,0.464216067,0,,,,,,,0,BDP1,THBD,0,0,0
A6H8Y1,Q9HA72,1,0.526829268,0.401602898,0.464216083,0,,,,,,,0,BDP1,CALHM2,0,0,0
A6H8Y1,Q9H0C1,1,0.551219512,0.401554697,0.476387104,0,,,,,,,0,BDP1,ZMYND12,0,0,0
A6H8Y1,Q9BXW7,1,0.526829268,0.401603075,0.464216172,0,,,,,,,0,BDP1,HDHD5,0,0,0
A6H8Y1,Q9NR63,1,0.526829268,0.401603129,0.464216199,0,,,,,,,0,BDP1,CYP26B1,0,0,0
A6H8Y1,A9YTQ3,1,0.52195122,0.401603007,0.461777113,0,,,,,,,0,BDP1,AHRR,0,0,0
O43353,P63279,1,0.726829268,0.40130634,0.564067804,0,,,,,,,0,RIPK2,UBE2I,0,0,0
A6H8Y1,Q8NFZ8,1,0.526829268,0.401603103,0.464216186,0,,,,,,,0,BDP1,CADM4,0,0,0
A6H8Y1,Q16563,1,0.526829268,0.401603064,0.464216166,0,,,,,,,0,BDP1,SYPL1,0,0,0
A6H8Y1,Q3KPI0,1,0.526829268,0.401603005,0.464216137,0,,,,,,,0,BDP1,CEACAM21,0,0,0
A6H8Y1,Q92187,1,0.526829268,0.401602935,0.464216102,0,,,,,,,0,BDP1,ST8SIA4,0,0,0
A6H8Y1,Q8IU60,1,0.526829268,0.401602842,0.464216055,0,,,,,,,0,BDP1,DCP2,0,0,0
Q8IVV7,P13727,1,0.775609756,0.401134293,0.588372024,0,,,,,,,0,GID4,PRG2,0,0,0
P53420,P52272,1,0.726829268,0.401307372,0.56406832,0,,P53420,P52272,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2,1,COL4A4,HNRNPM,0,0,0
P53420,Q9Y620,1,0.526829268,0.401555109,0.464192189,0,,,,,,,0,COL4A4,RAD54B,0,0,0
P60411,A8MV65,1,0.726829268,0.401495014,0.564162141,0,,,,,,,0,KRTAP10-9,VGLL3,0,0,0
P60411,Q494V2,1,0.52195122,0.401306666,0.461628943,0,,,,,,,0,KRTAP10-9,CFAP100,0,0,0
P60411,Q6NUS6,1,0.52195122,0.401306934,0.461629077,0,,,,,,,0,KRTAP10-9,TCTN3,0,0,0
Q9ULV4,P30101,1,0.72195122,0.401418123,0.561684671,0,,,,,,,0,CORO1C,PDIA3,0,0,0
Q9ULV4,P36957,1,0.72195122,0.401767308,0.561859264,0,,,,,,,0,CORO1C,DLST,0,0,0
Q9ULV4,P10515,1,0.780487805,0.401556983,0.591022394,0,,,,,,,0,CORO1C,DLAT,0,0,0
Q9ULV4,O95994,1,0.72195122,0.401309382,0.561630301,0,,,,,,,0,CORO1C,AGR2,0,0,0
Q8NFC6,Q8IWR1,1,0.526829268,0.401602903,0.464216086,0,,,,,,,0,BOD1L1,TRIM59,0,0,0
Q8NFC6,P10828,1,0.52195122,0.401602859,0.461777039,0,,,,,,,0,BOD1L1,THRB,0,0,0
Q8NFC6,Q5H9J9,1,0.52195122,0.401602903,0.461777061,0,,,,,,,0,BOD1L1,TCP11X2,0,0,0
Q8NFC6,Q9NU63,1,0.52195122,0.401602847,0.461777033,0,,,,,,,0,BOD1L1,ZFP57,0,0,0
Q8NFC6,Q5VWK0,1,0.52195122,0.401602881,0.46177705,0,,,,,,,0,BOD1L1,NBPF6,0,0,0
Q8NFC6,Q6P9G9,1,0.52195122,0.401602854,0.461777037,0,,,,,,,0,BOD1L1,ZNF449,0,0,0
Q8NFC6,Q8NDC0,1,0.526829268,0.401603068,0.464216168,0,,,,,,,0,BOD1L1,MAPK1IP1L,0,0,0
Q8NFC6,Q9NQV8,1,0.526829268,0.401602907,0.464216088,0,,,,,,,0,BOD1L1,PRDM8,0,0,0
Q8NFC6,Q9Y606,1,0.526829268,0.401602866,0.464216067,0,,,,,,,0,BOD1L1,PUS1,0,0,0
