uidA,uidB
O14646,P10275
P08123,Q9H790
Q08AM6,Q9BQB4
P23219,Q8NH69
P10275,Q9H2C2
P0DSE1,P23219
P10275,Q96R28
P13584,P49841
P34972,Q02318
O95343,P18075
P08575,P10415
P05937,P10415
P29474,Q9Y2D5
P10275,Q8NH43
P87889,Q9Y4K3
A6PVI3,P34972
P04004,Q9HCS5
P02818,Q9H3Y8
P18075,Q7RTW8
P35354,Q86X60
Q04206,Q13790
P02452,Q4G0N8
P34972,Q9H521
A0A0B4J241,P01106
P29474,Q08E93
P04629,P15924
P05412,Q14919
P12643,Q6UXX9
P15813,Q9Y4K3
P05412,Q7L576
E7EW31,P10415
O75752,P06401
P04004,Q9H611
P19838,Q9H469
P29474,Q6UY11
P04198,Q3KNW1
P10415,P47804
P08123,Q96NT5
P23219,Q9UKU0
P01258,Q96NZ8
P41180,Q5VWQ8
P10415,Q9Y224
P04637,Q92576
P02751,Q49MG5
P18075,Q9ULF5
P20701,P34972
P23219,Q9H9F9
P13671,Q9BQB4
P04637,Q8NGY3
P06401,Q9C0H9
P42574,Q96SZ4
P19838,Q9UKZ1
A6NM36,P49841
P0DP04,P34972
P42574,Q15822
P02751,Q9NP64
P02751,Q96IZ0
P02452,P86434
P01106,P47972
O43513,P10451
P04004,Q14526
O15372,P08123
P04629,Q8N9T2
P20908,Q4G112
P05412,Q96LA6
P03372,Q9BRB3
P41180,Q5VXT5
Q13155,Q9UNN8
P23219,Q9NVV0
P23219,Q8TE23
P43235,Q9H7H0
O60829,P10275
P23219,Q9NX61
P04004,Q8IX04
P01106,Q53R41
P01106,Q96JQ0
O94967,P02751
O00762,P23219
P07333,Q9BX67
P04198,P63127
P12643,Q8WWY6
P25940,Q9BZE7
Q969Z3,Q9BQB4
P02452,Q15651
P17612,Q96R45
O14788,P09497
P35354,Q9UKP6
P31749,Q8N8Z3
O15321,P17612
P04198,P0DMV1
P02818,P62942
P28482,Q9UJU6
B2RBV5,P02751
F5H094,P28482
B5ME19,O14788
P42574,Q96FL9
P07333,Q9HCC6
P11802,Q04206
P06401,Q96E29
P42574,Q5T6R2
O60469,P19838
O76000,P07333
P10415,Q8NB12
P49841,Q9C0K7
O14788,O43345
P04637,P35240
P17612,Q8TAI7
Q16539,Q9Y574
Q8IYM1,Q9BQB4
P28482,Q8WVK7
P07333,Q96Q77
P18075,Q5VZK9
P17612,Q9UET6
O14788,Q5SRR4
P05412,Q9BXG8
P03372,Q9H321
A6NK59,P43235
O00300,P28482
O43861,P41180
O75970,P29474
Q9H254,Q9Y4K3
P04629,Q8IWB7
P08123,Q8IVH4
Q04206,Q99941
P03372,Q8WVB6
P34972,Q7Z465
P49841,Q6B0B8
P02751,Q9BSG5
O60469,Q9BQB4
P35354,Q9H4B6
P05412,Q9Y5Y9
P34972,Q5VX71
P10275,Q9P2U7
P49815,Q9Y4K3
P28482,Q9UBT7
P25940,Q96BD6
P41180,Q14699
P25940,Q92844
P04004,Q7Z7B7
A6NKN8,P10451
P03372,P85037
P18075,Q8NH81
P04629,Q6P047
P12931,P78411
P01106,Q96LA9
P12524,Q9H788
Q8NC56,Q9Y4K3
P01258,Q15735
O75912,P05997
P05412,Q6DCA0
P01106,Q9NU23
P06401,Q8TE82
P49841,Q658L1
P08123,Q53GT1
P28482,Q96G03
P12931,P61604
P04637,P42263
P52742,Q04206
O15131,P01258
O43290,P02751
P0DN80,P10275
P09543,Q04206
P12643,Q9BV79
A0A1B0GVM5,Q16539
P04198,Q96RD2
P41180,Q7Z3C6
P04637,P57723
P04629,Q13033
O15394,P02452
O00499,P05997
P20774,P28482
P05412,Q5VT79
O95926,P05997
A8MWL6,P04637
P05997,Q96BT7
P04198,Q4G0S4
P04198,P09912
P23219,Q96DB5
P12643,Q07820
P04629,Q9Y6T7
P02461,Q86UG4
P08123,Q8N271
P02751,Q96B49
P12524,Q8WVI7
A8MTL9,P28482
P05997,Q6H8Q1
P31749,Q9Y6R7
P12524,Q14201
A6NHN0,Q9UNN8
P10415,P11413
P20908,Q8N8I0
P29474,Q9HD33
P29474,P59998
P04629,Q13203
P10415,Q8ND07
O75132,P42574
P29474,Q92982
P04198,Q9Y2E4
P10415,Q96MR6
P17612,Q8NGX6
P02751,Q6PCB7
P85037,Q9Y4K3
P10451,Q8N8E2
P01258,Q96FF7
P06401,Q9NR28
P01258,Q8IYF1
P23219,Q8IVW6
P10451,Q9H7B2
O14788,Q9NX57
P41180,Q9H1C0
P17275,P42574
O15230,P12643
P01258,P33681
P25940,Q13324
P18075,P59991
Q9BQB4,Q9Y6G9
P02818,Q7Z601
P08123,Q9H313
P01920,P02818
P02818,Q13427
P04637,Q99717
P01258,P04626
P35354,Q9NQN1
P42574,P60370
O75901,Q16539
P23219,Q5JRX3
P03372,P24347
P02751,Q9Y3D6
P05412,Q9C0D9
P29474,Q8N0Z6
P43235,Q9NQC1
Q9H857,Q9Y4K3
P05997,Q13683
P29474,Q8IYR0
O14788,Q14574
P43235,P82914
P07333,Q96A37
P11441,P12524
P04004,Q5T681
P04629,Q13011
P12643,Q14990
P03372,P0C7P2
P20908,Q9HAY2
P24821,Q9Y4K3
P23219,Q5T0N1
O43169,P35354
P08887,Q04206
P0DJJ0,Q9Y4K3
P07333,Q92901
P49841,Q8TBC5
P31749,Q9GZU3
P04629,Q9NYJ1
P12643,Q075Z2
Q8NF86,Q9Y4K3
O00291,P19838
P02461,Q9BZH6
P06401,Q8N436
O14788,P46092
P02818,Q6ZMI0
O60359,P04198
P06401,Q86U37
O00303,P04629
P04629,Q02641
P05976,Q9BQB4
P12931,Q86V40
P31749,Q9NSB2
P02818,Q6GPI1
P42574,Q3MIX3
P23219,P52292
O76036,P03372
O96007,P05997
O14788,O60701
P43235,P85298
P02461,Q9ULM0
P23219,Q96CG3
P31749,Q8NCW0
A0A0G2JMD5,O14788
P19838,P62081
P08123,Q9UKY3
P04637,Q05952
P02751,Q53FD0
P12931,Q6V1X1
P29474,Q9UHC6
P02452,Q86VK4
Q9NPD7,Q9UNN8
O95393,P07333
P02818,P22105
P20908,P84074
P05412,Q92973
P12643,Q9HD42
P41180,Q01995
P05997,Q16584
P04440,Q04206
P04629,Q9UPW0
P08123,Q9BQG2
O00291,Q9BQB4
O43257,P23219
O75448,P04637
P09210,P25940
P19838,Q99801
Q92785,Q9BQB4
P17612,Q7Z407
P02818,P25025
O14788,Q14CZ7
P12643,Q13057
P02461,Q9ULJ3
P10415,Q9Y2T2
P12643,Q9Y316
P03372,P35221
P19838,Q8TB36
A0A2R8YCJ5,P19838
P05997,Q8WUX2
P04629,P63092
A0A0B4J268,P05997
O14788,Q9BZ71
P17612,Q9H8V3
P02751,Q05925
P02461,Q6ZNB6
O75912,P10451
P04637,P13584
P29474,Q5JX69
P06401,P35858
Q96AH0,Q9UNN8
P25940,Q5W0Q7
P01106,Q53HI1
P02461,Q14314
P19838,Q96MN9
P07333,P0C1H6
P02452,Q9NQU5
Q9NVU0,Q9UNN8
P02768,P43235
P35354,Q86X19
O15060,P05412
A6NJZ7,P43235
P35354,P54819
P17612,Q8N539
O60431,Q9UNN8
P02452,P10720
Q9NXS2,Q9UNN8
P01258,Q13520
O00499,P10451
O00567,P20908
P12931,P78536
P23219,P54920
Q8N961,Q9Y4K3
Q99574,Q9UNN8
O95926,P10451
P25940,P59051
A0A2R8YCJ5,Q9BQB4
O60391,P07333
P04629,P18847
P04049,P08123
P17612,Q4G0P3
P08123,Q9BRK3
P10275,P55895
P10275,Q5T7V8
P31749,Q5VTU8
P62070,Q16539
O43766,P02751
P10451,Q8N448
P02452,Q9BRQ8
P20042,P49841
P05412,Q6PH85
O95672,P02452
P02818,Q9HC78
P12643,Q8NBS3
P23219,P61158
P47944,P49841
Q8IV48,Q9BQB4
P10415,P60002
P05997,P50914
P31749,Q7Z7B0
P53602,Q9BQB4
Q9BQ95,Q9Y4K3
P12524,Q9H0C3
P02818,P0DMR1
P02452,Q9H0R3
Q04206,Q6ZQW0
P08123,P57730
P17612,Q5TC82
P04637,Q9P1V8
P04004,Q9H7F4
P49841,Q9UJY1
O75348,P43235
P03372,Q9H2U9
P10415,Q00888
P04004,Q6ZVZ8
P29474,P50221
P34972,Q6PHR2
P17612,Q9H343
P43235,Q6UVY6
P02452,P0DP25
P02461,Q99735
P01106,Q969K4
P06401,P42331
P04637,Q5VYK3
P08123,Q8NGC2
P04629,Q86UQ8
Q04206,Q96MC2
P07333,Q9UHL0
P02452,P52566
P04629,P35414
P08123,Q9UM47
P43235,Q9UKT8
Q16539,Q7L0Q8
P31749,P35475
P04004,Q9BYS8
P02461,P15622
P19838,Q96MH7
O60481,P06401
P04629,Q96N64
P07333,Q5T9G4
P12931,Q96KD3
P10275,Q9UBS3
P41180,Q8N841
P43235,Q7Z417
P43235,Q9Y5Q9
P01106,Q92914
Q04206,Q6ICG6
P04198,Q9H237
A5X5Y0,Q9BQB4
P31749,Q7L8C5
P10415,Q99218
A6H8Z2,P12643
P12931,Q8IUN9
A8MUZ8,P02751
P01258,Q9H6D3
P02461,P61581
P20908,Q68DH5
P10451,Q99715
P28482,Q9H013
P03372,P45954
P29474,Q6EBC2
P04637,Q9UK00
P29474,Q10588
P20908,Q7L0X0
A2RU54,P05997
P17612,Q9NPD3
P02751,Q9NXN4
Q6UX82,Q9BQB4
P04839,P42574
P12931,Q8IUR0
P04198,Q8WV16
P12931,P14679
P07333,P63172
P05997,P16520
O00139,P10451
P02461,Q02325
Q16539,Q8N565
P04629,Q9UJX6
P31749,Q9UN36
P17612,Q9Y5P8
P10451,Q04609
P31749,Q9HD43
P12524,Q96Q42
O15344,P04637
P02818,Q9BZM6
O14949,P01106
P01106,P27361
P35475,Q9BQB4
P12931,Q9HCM3
P11712,P35354
P41180,Q7L4S7
P01106,P13056
P34972,Q9H2C2
O95140,P02452
P42574,Q96B02
P29474,Q9NW68
P23219,Q8TD26
P04629,Q9H6X2
P34972,Q96R28
P05412,Q8IZS6
P05997,Q93074
P28482,P43631
P23219,Q9H307
P34972,Q8NH43
P25940,P31629
O15400,P34972
P35354,P37268
P02452,Q9UBY8
P01258,Q9UK12
P02751,Q68DC2
P31749,Q2Y0W8
P29474,Q15669
A4D1S0,P18075
A0A0B4J268,P10451
P05997,Q13765
O14788,Q5EBM4
P43235,Q14168
O14788,Q9UGP4
P79483,Q04206
P10275,Q5BIV9
P01258,P04731
O43502,P04629
B3EWG3,P04629
P18075,Q5UAW9
P08123,P13716
O60939,P02461
P25940,Q6P2D0
P05412,Q15059
O15455,P34972
P35914,P41180
O15467,P35354
A6NHQ2,P08123
O95183,P12643
P12931,Q5W041
B2RD01,P01106
O94933,P12931
P25940,Q92556
P07333,Q5HYJ1
P01229,P19838
P02751,Q8IZU9
P19838,Q6DN12
P10451,Q15468
A0A1B0GX95,P43235
P49841,Q9UK22
O43708,P06401
P18075,Q16549
P25940,Q9BQC3
P04629,P06312
P01106,Q9Y6D6
P10275,Q9BXJ1
Q8NBV4,Q9UNN8
P20908,Q86SQ9
P05997,Q96P63
A1A519,P04637
P08123,Q92698
O15270,Q16539
P02452,P0C2L3
P10415,Q4VXU2
P10451,Q9BY89
A0A0J9YXG5,P08123
P12643,Q8NEV4
Q9BQB4,Q9NY87
P06401,Q8N5C7
P0DN84,P42574
P13985,P42574
P05997,Q8N1I8
Q9UNN8,Q9Y467
P08123,Q96CJ1
P20908,Q9NQ40
P41180,Q92626
P17612,Q8IXQ9
P10451,Q8TDS7
P25940,Q7L590
I6L899,P28482
A0A0C4DH24,P10415
P04629,Q9Y2L1
P10415,Q13315
P23219,Q00013
P02751,Q07869
B7ZW38,P01106
P23219,Q14571
P20908,Q9P2R3
O76015,P10275
Q8NE63,Q9BQB4
P18075,Q9H9S4
P10275,P60413
P08123,Q69YQ0
P51826,Q16539
P03372,Q96GM8
P25940,P40261
P25940,Q08495
O95716,P02751
O75159,P18075
O43181,P10275
P12931,Q9BRU9
Q99958,Q9UNN8
P10415,Q9H9T3
P10415,Q9H114
P02452,Q9Y6D9
P04004,Q9NYZ1
P12524,Q9Y2T3
P12931,Q99439
P10275,Q5VWK5
P04004,P0DPI4
O14843,P25940
P35354,Q9NR21
A0A0J9YX75,P04637
O14788,P29597
P02452,Q5VV41
P02751,P02794
P10451,Q9UQ26
A6NHG9,P23219
P34972,Q9P2U7
P35354,Q6P9B6
P02751,P52179
P41180,Q9BRK0
P28482,Q8N9Z2
Q96C45,Q9BQB4
P02751,Q8NCQ5
P41180,Q9Y5H9
P12643,Q8N2I9
A0A0A6YYG3,P41180
P16591,P43235
P01106,Q5XG87
P04004,Q9NWD9
P42574,Q53GT1
A6NHY2,P12643
P19838,Q12794
A2RU54,P10451
P10451,Q15629
P35354,Q32M88
P23219,Q8N8Q8
Q8IX95,Q9BQB4
O95377,P41180
P04198,P31948
P23219,Q9H1C7
P35354,Q9NPP4
Q16539,Q96NI6
Q01650,Q16539
P20908,Q15506
P02818,Q99708
A0A2Z4LIS9,P41180
P18075,Q8N7P1
O60293,P23219
O75334,P04637
P12931,Q9BVM2
O75150,P04004
Q04206,Q96EK5
P05997,P08237
P35354,Q9HB55
P04198,Q9BPW5
P01106,Q15464
P28482,Q8NCE2
P43235,Q9BRY0
P04637,Q13002
P31749,Q96QR1
Q04206,Q9UBP8
P25940,Q14123
P20908,Q9H0A6
P10275,Q9BQG0
P34972,Q9NUN7
A0A1B0GTS1,P49841
P04637,Q8NER5
O14788,Q8TBC3
P08123,P17025
P20908,Q9Y2G8
P20908,Q9Y5X2
P06401,Q96DN6
P29474,Q9H081
P23219,Q9UH64
O60683,P12524
Q9BQB4,Q9UBD0
O00329,P10451
P06401,Q99959
O14788,Q53F19
A8MRT5,P34972
O15550,P42574
P02818,Q49MI3
P35354,P36021
P12931,Q6ZU52
P12524,Q8TDB8
O60861,P05412
P03372,Q5DID0
P23219,P23490
P02818,Q9H609
P04629,Q8N608
P34972,Q15126
P17612,Q96B42
P10275,Q9Y484
P04637,Q96GX1
P20908,Q16690
P04637,Q9UBI1
P12931,Q15758
P43235,Q9Y5Q6
P34972,Q6ZWH5
P42574,Q9H313
P31749,Q9NQA5
P03372,Q9P0U3
Q04206,Q7Z5U6
Q04206,Q8NFZ8
Q02218,Q04206
P05997,Q96FJ2
A0A0B4J240,P05997
P03372,Q8N4P3
P04637,Q96NX9
P25940,Q7Z6M2
O14788,Q9H477
P31749,Q7Z7A4
P19838,Q53GL0
P29474,Q9P2Z0
P10451,Q6KC79
Q04206,Q8TCG2
Q5TBE3,Q9Y4K3
Q96A56,Q9Y4K3
P10451,Q8TBY0
P19838,Q5H9U9
P08123,Q9H9L7
P10415,Q9HD64
A6NI86,P17612
A0A1W2PRP0,P02751
Q6PXP3,Q9Y4K3
P07333,P27986
P10415,Q6PIV7
P17612,Q96RR4
P43235,Q9HDB8
P25940,P43088
P29474,Q9BX97
P18075,Q8WU68
P04629,Q8N653
P19838,Q5TB30
P34972,Q96M53
P01106,P51864
P01106,Q9H5Z1
P12931,Q8NGS0
P08123,Q8TC05
P02751,P05305
P12524,Q9H6L4
P35354,Q9HCC9
P23219,Q13620
P02818,Q9UKG1
P41180,Q99640
A6NEQ2,Q16539
P08123,Q96BZ4
P04198,P63010
P34972,Q8NHC8
P31749,Q5JTN6
O14788,P0DUB6
P10275,Q08AG7
P07333,Q96C19
P0DN82,P20908
P10415,P23759
P01106,Q9UQQ2
P04637,P68104
P28482,Q5SRH9
P0DSE1,P25940
Q9NST1,Q9UNN8
P05997,Q9GZT8
Q16539,Q8N543
P12643,Q96J66
P10451,Q8WVD3
P03372,P59103
P12643,Q6ZVK1
O14788,O76099
P20908,P24386
P04198,P06756
P35354,P56192
P10415,Q9NVS2
A0A096LPK9,P02818
P06401,Q9UNS2
O14788,Q15751
A0A0J9YX75,P29474
Q3SXY8,Q9BQB4
P12643,Q969L4
P04004,Q9Y6L7
P04198,Q6IWH7
P06401,Q9Y4C0
P10415,P32297
A7MCY6,P18075
P0CL81,P10451
A0A0A0MS15,P34972
P20908,Q8TDN4
P18075,Q8NGQ5
P23219,Q05655
P02452,P05111
P17612,Q9NWB7
P02751,Q3LI58
P20908,Q9BYP8
P02461,P22531
B1AL46,P28482
P02818,Q8NDZ2
Q14657,Q9Y4K3
P07333,P0C7M4
P04198,P49746
Q04206,Q8NGL6
A0A0A0MT76,P08123
P05412,Q8IWS0
P25940,Q5SY13
P05997,Q8WU58
P31749,Q5TGJ6
P12524,Q9Y4Z0
O14788,Q6Y2X3
P10451,P29377
P17612,Q96KW9
Q99750,Q9BQB4
P07333,P15421
O42043,P17612
P12524,Q8NA77
P49841,Q96P66
A6NLW8,P10415
O14788,Q8NCK7
P04004,Q8NET1
P01106,P61925
P02751,Q9ULB1
O14788,Q6XPS3
P04637,Q9Y689
Q16539,Q9UI26
P31749,Q9NQB0
A0A494C071,P28482
P25940,Q9C010
P23219,Q6Q8B3
O00762,P25940
P49841,Q9UH90
P04637,Q6ZRI8
P34972,Q5T7V8
P12931,Q05682
P08123,Q8NEB7
P31749,Q9NZ42
P04198,P0DTW3
A6NNB3,P07333
P06401,P16591
O43613,P12643
P43235,P48507
P06401,Q8N3C0
O43157,P23219
P12931,Q8NHQ1
P10451,Q9HCM1
O00423,O14788
P05412,Q9ULD4
P02751,Q9NVV5
P04637,Q14093
P02751,Q9Y613
P10451,Q6DD88
P02818,P61024
P28482,Q6ZRP0
P04198,Q9NZH6
Q04206,Q9NVQ4
I3L1E1,P20908
P49841,Q9BXL7
P41180,Q9NZN8
Q16539,Q9BZZ5
P23219,Q96M85
P29590,P35354
P17612,Q6P435
P08123,Q6PXP3
A6NDU8,P34972
Q658K8,Q9Y4K3
P07333,Q9BZF3
P23219,Q9H9L3
P25940,Q9NS64
O14511,P02452
P12524,P48443
P04004,Q5QJ74
P08240,P12931
P02774,P12524
Q9P127,Q9UNN8
P02452,Q8NG95
P08123,Q92546
P02461,Q99856
P02751,Q8TCJ0
P00734,P23219
P04198,Q9UHQ4
O00303,Q9Y4K3
P42574,Q9UM47
P17612,Q92523
P20908,Q8TC92
P02452,Q96P71
P12931,Q99501
P41180,Q86T26
A0A0B4J240,P10451
P08123,P51608
P03372,Q9BQ04
Q02809,Q04206
P04004,Q8N3F9
P19838,Q8N4H0
P02461,Q15544
P10415,Q9Y2V7
P06401,P21941
P08123,P35232
P04198,Q7Z7F7
P02452,Q5BKU9
P34972,Q96MG8
P02452,P41229
P31749,Q9UJV9
Q16539,Q5TID7
P28482,Q9BSA4
P29474,Q7Z6G8
P05114,P05997
O14788,Q9UG01
P04004,Q9Y399
P43235,Q92796
A8MWA6,O14788
P10275,Q969V1
P18075,Q9HCK8
P02751,Q92560
P18754,P29474
P34972,Q13439
P02452,Q8TDX7
P02818,Q6UXN2
Q6IAN0,Q9Y4K3
P10415,Q9BPW4
P02686,P19838
P06401,Q12996
P18075,Q8WYK2
P34972,Q8NH01
P43235,Q15007
P01258,Q9NPE6
P0DKX0,P35354
P04004,Q96GP6
P01258,P60866
P31749,Q9BX46
Q04206,Q6TCH7
P28482,Q9H6S1
P02751,P0CJ92
P18075,Q8NGK4
P02452,Q8N7C3
P02452,Q9NRI6
P04198,Q969S9
P06401,Q9NVM6
P01106,Q8NAC3
P19838,Q8WTS1
P04004,Q93050
P49841,Q92871
P07333,Q8N6C5
O96013,P06401
P04004,Q6P158
P05412,Q99678
O15015,P02751
P17483,P23219
P20908,Q96HV5
P04629,P68371
P07333,Q15466
P42574,Q96N23
O14788,Q0VAA5
P10275,Q9BXU3
P12931,Q8N8V4
P02686,Q9BQB4
O14788,Q9BSJ2
P08123,Q6PI73
O60516,P34972
P05412,Q7Z6K4
P04004,Q96BR1
P01106,Q06520
P03372,Q9P0S3
P41180,P82279
P28482,Q8TBK6
P25940,Q4FZB7
Q9BQB4,Q9UFC0
P12643,P33261
P04198,Q9H9Y4
P02452,Q99619
P42574,Q9UK45
P01258,P25101
P35354,Q92900
A6NH57,P01258
O43581,P04629
P28074,P29474
A8MUI8,P19838
P29474,Q8IZU1
P28482,Q8N697
Q9NTU4,Q9UNN8
P25940,Q5VUY2
P10451,Q8NCU8
P01106,Q96T37
P49841,Q9C0D5
P18075,Q9Y3D0
O14788,Q86V81
P02751,P0C7L1
P04004,Q9H1M0
P18075,Q6P575
P10451,Q86WS5
P20908,P98153
P02751,Q8NI38
Q04206,Q8TBZ0
P02818,Q9H1J1
P21781,P28482
A0A1B0GVT2,P43235
P23219,Q9P031
P12319,Q9UNN8
P12643,P55345
P07333,P11802
P28482,Q14019
P04198,Q9Y5X3
P18075,Q96FS4
P10415,Q96RB7
P29474,Q9Y5Z4
Q9H3P2,Q9Y4K3
P02818,Q01484
P04629,P18627
P19838,Q5MJ08
P01258,Q96RD3
A8MUI8,Q9BQB4
P01106,Q9BSJ1
P20908,Q32P51
P14859,P29474
P14210,P41180
P12643,Q8NFT6
P07288,Q04206
P05997,P13501
P05412,P41180
P07333,Q8WV24
P15531,P49841
P10415,Q96JJ6
P43235,Q8NHZ8
P02452,Q92736
P49841,Q96SN7
P02818,Q49AA0
P08123,P20264
P29474,Q02818
P12524,Q6ZNG1
P03891,Q04206
P04004,Q5VT28
P28482,Q8N109
P12643,Q8WZ26
P10275,Q75V66
P12524,Q96BZ9
P34972,P60413
P20908,Q9HAE3
P25325,P49841
P19404,Q9BQB4
P01106,Q8N283
O95147,P12643
O43257,P25940
P34972,Q5VWK5
P05997,Q13075
P04198,Q9HBH0
P05412,P32245
P20908,P49720
P04637,P41222
P02452,Q7Z4V0
P09430,P10415
P05114,P10451
Q96J65,Q9BQB4
P35354,Q5VZF2
P12931,Q9H0H9
P05412,Q6ZRF8
P25940,Q2M3G4
P02461,Q9NX38
P02751,Q12860
P03372,P55273
P08123,Q6AI08
O95996,P34972
P02461,P45974
P04629,Q07283
P08123,Q6ZN79
P04004,Q9C093
A6NMZ2,P12643
P20908,Q9H6Y2
P43235,Q9Y5G3
A0A0C4DH42,P18075
P08123,Q96R67
A6NJW4,P10415
P14209,Q16539
P02452,Q6UXP7
P01106,P56524
P20908,Q16795
P19532,P43235
Q04206,Q8IZC4
B3EWG3,Q9Y4K3
P25940,P37231
P04070,P10415
P10415,P47895
Q16539,Q504T8
P35354,Q08174
P20908,Q9BUH8
P12643,Q7L5N1
P31749,P47914
Q04725,Q16539
A2RRP1,P19838
P07333,Q6IPT4
P04629,Q8NGX2
P03372,Q16849
A0A0U1RQF7,P31749
P02818,Q02543
P17612,Q3KQU3
P10451,Q8WXH2
A6NI87,P05412
P04004,Q13156
P02461,Q9BYC2
P18075,Q9HAV5
P28482,Q6NVV9
P10451,Q17R60
P04198,Q8N945
P24593,Q16539
C9J3I9,P20908
P04004,Q99865
O95718,P31749
P29474,Q14573
P43235,P68400
P07333,Q9H3V2
A0A0A0MT78,P02751
P19838,Q96C03
P04004,Q15545
P12931,P40692
P02818,Q9HCS7
P02751,Q03013
P31749,Q96NJ5
E5RIL1,P41180
O14964,P10415
P03372,Q6ZSG1
P04637,Q8IYR6
Q16539,Q7Z4B0
O43242,P05412
Q16539,Q9UM01
P12931,Q14469
P41180,Q8N831
P07333,Q7Z591
P04198,Q9HA90
P15421,P17612
O14561,Q16539
P05412,Q9BZJ4
O60503,P07333
P17612,Q9HC62
P10415,Q8NI99
P02452,Q8IXX5
P05997,Q9P2W3
P04637,Q15916
P29474,Q13470
P02818,Q86TC9
P17612,Q8NDB6
P31749,Q8NEN0
P31749,Q1AE95
P07333,P09661
P28482,Q02747
P33681,Q9UNN8
Q9BQB4,Q9UQK1
P45954,P49841
P19838,Q3ZCQ8
P0DTE0,Q16539
O43155,P12643
P02778,P31749
P02452,Q6UXK2
P12931,Q9NPU4
P34972,Q9H6Q4
P12931,Q96NA2
O60315,P10415
P23219,Q96P31
P10415,Q9H4B0
P02751,Q99447
P23219,P43307
P35998,P49841
A0A087WVF3,P19838
P04198,Q5FBB7
O15034,P12643
P41180,Q9UGQ2
P04198,Q9BST9
Q8NC51,Q9Y4K3
P42574,Q96BZ4
P04004,P50151
P10451,Q9NZS2
P12931,Q9UMX0
P0CG36,P10275
P17612,Q9BQI4
P04637,Q9Y217
P04629,Q9NRD8
P04004,Q1XH10
P12931,Q12870
P01106,Q86VV4
P04629,Q68DE3
P04637,Q9NXC5
P02452,Q5VUG0
P28482,Q4G0W2
G5E9R7,P29474
A4D1U4,P49841
A6NHP3,Q9Y4K3
P04637,Q0VDF9
O14905,P28482
O14672,P04629
P25940,Q16534
P12524,P22001
P28482,Q9Y238
P06401,Q8N7J2
P07333,Q9BRT8
P03372,Q9UFD9
P10275,Q8WUU5
P01258,Q9H4I3
P12643,P80294
P18075,Q8WU90
P10275,Q9H7L2
P34972,Q9HCH3
P49841,Q8WW27
P06401,Q9BQS7
P17612,Q9Y235
O95139,P12643
P31749,Q7Z6I8
A2RU49,P01258
O60942,P42574
P05997,Q9Y587
P18075,P80297
P05997,Q9P0M6
P31749,P40818
P43235,Q86WS4
P04629,Q5VVB8
P10275,Q9BQ24
P03372,Q8WUR7
P31749,Q8NEV9
O75179,P02751
P02818,Q5KU26
P02452,Q9BR77
O95264,P18075
O43818,P28482
P10451,P11277
P50391,Q16539
P50897,Q16539
P10415,Q8NGN1
P06401,Q9NYF8
P03372,Q13153
P07333,Q5T7P6
P02818,P16662
O95452,P08123
P12643,P78337
P17612,Q9GZN6
P03372,Q9NRL3
P57772,Q16539
O60830,P07333
P78413,Q9UNN8
O43194,P31749
P35354,Q9UMS6
P12956,Q04206
Q04206,Q96NU1
P04629,Q68BL7
P12931,P51151
O43156,P02751
P28482,Q92804
P23219,Q3KR37
P07333,Q13561
P31749,Q9BZI1
P10275,Q15848
Q04206,Q7Z7H8
Q9BQB4,Q9P2F9
A0A0B4J1U4,P17612
P04198,P55287
A0A096LNW5,P49841
P42574,Q8NEB7
P35354,Q9H6U6
P43235,Q8WX92
P34972,Q9NY93
P08123,Q9Y3B2
Q9BQB4,Q9NZT1
O95428,Q16539
P0DV60,P12643
P02818,P40305
P02461,Q9BZQ4
P05997,Q9UJY4
P04629,Q8TCS8
P02461,P83436
I0J062,P34972
P03372,Q8N3C7
P19838,Q8IXS8
P06127,P12643
P05412,Q9H6J7
P02452,Q9NRF9
O60909,P12931
O60721,P28482
P06401,P11509
O60858,P20908
P02452,Q8TE73
P01258,Q8IUH5
P02751,Q8WWB5
P02751,Q96GW7
P18075,P98168
P10451,Q8WVF5
P08123,Q9Y5J5
O75525,P12524
P06401,Q9NSD4
P07333,Q5T5M9
P25940,P57073
Q9BQB4,Q9H251
P42574,Q92546
P07333,Q9Y233
O95561,P34972
P62424,Q16539
P02452,Q86UD5
P08123,Q8N9W5
P25940,Q14980
P01258,Q8N7E2
P12931,P48751
P41180,Q9Y4W2
P04004,Q6IQ32
O14788,Q8IZH2
P01258,Q56UQ5
P43235,Q5T9C9
P01258,Q8NHK3
P10275,P56537
P02452,Q6PIY7
Q12999,Q9Y4K3
P04424,Q16539
O15209,P10415
P07858,Q9Y4K3
P25940,Q9H7Z7
Q6UWV7,Q9BQB4
P34972,Q9Y5E7
P04629,Q9BSK2
P04198,Q3KNT9
P06401,Q9UBC2
O43278,P20908
P05412,Q09428
O43462,P04004
P04198,Q6WRX3
A6NHG9,P25940
P13682,P28482
P42574,Q9H300
O43293,P05997
P17612,Q96KN9
P04637,P41221
P01222,P04198
P02814,P03372
P05997,Q9UKS6
P13073,P49841
A1Z1Q3,P08123
P56192,Q16539
O75531,P03372
P04629,Q8N3E9
P07333,Q92748
P02818,Q9BWG6
P01258,Q8N4Q0
P10451,Q96MU8
P07333,Q96E22
P49841,Q86X60
P03372,P24390
O60888,P02818
P35354,Q8TDV0
P20908,Q9NVD7
P08123,Q3LI61
P03372,Q9NQC7
A9QM74,P12524
