uidA,uidB,method,Host_organism_taxid,numParticipants
Q8N8S7,P61962,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q03001,O76021,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q16778,Q9Y2R4,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
L7RRS6,A4QPA9,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
L7RRS6,A4QPA9,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
L7RRS6,A4QPA9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
L7RRS6,A4QPA9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0055""(fluorescent resonance energy transfer)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0055""(fluorescent resonance energy transfer)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P08487,Q13094,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O95140,Q9NX47,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O95140,Q9NX47,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96ST3,P51610,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96ST3,P51610,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P47897,Q9Y5J5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P08758,A0A140VJL3,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P48047,A0A024RBN1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R625,A8MYJ7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13490,Q99558,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q03933,Q99933,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q9P2S5,Q9H3U1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q00653,P0CG47,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
A0A024R7B7,Q9H5Y7,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
B0LPE5,P15056,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
A0A7U3JVZ2,P21802,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
P98078,Q5JPT6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P98078,Q5JPT6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P17987,P50991,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R8E2,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R8E2,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q12857,O15178,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P68104,Q8WV92,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R9Y1,A0A024RBR3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P11142,A0A024RD24,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
E9KL35,O54918,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
E5FQ95,A0A384NL53,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P04406,Q63HK5,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P42224,P23458,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P42224,P23458,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P42224,P23458,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P42224,P23458,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A384NL22,Q6IBT1,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
Q15025,Q96CV9,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
P80217,Q08G24,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P80217,Q08G24,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P80217,Q08G24,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UPY8,Q9UPY8,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
O15516,Q6NSJ2,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A4D1N4,A0A024R7I3,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P26572,O95415,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P26572,O95415,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P26572,O95415,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P26572,O95415,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BPW0,Q8IWB1,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P37108,E5FQ95,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13547,Q04206,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13547,Q04206,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H0U4,E5FQ95,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H1J1-2,P42858,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q8K3Y6,Q9NQT4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8K3Y6,Q9NQT4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8K3Y6,Q9NQT4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8K3Y6,Q9NQT4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IY22,A0A2X0SFG1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IY22,A0A2X0SFG1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IY22,A0A2X0SFG1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IY22,A0A2X0SFG1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14867,A0A024R8X1,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
F6KD01,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99614,P59046,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P78352,Q8R4I7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P78352,Q8R4I7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P78352,Q8R4I7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P78352,Q8R4I7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9ULE0,Q96BK5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NYJ8,P62258,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q2QGD7,P98168,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q2QGD7,P98168,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O94829,Q9Y241-2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13451,Q96S53-3,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A024QYU9,Q9Q2G4,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q9UGP5,A4D105,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9HC29,Q9Y2Z0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9HC29,Q9Y2Z0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H074,A0A024R9C1,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q9H074,A0A024R9C1,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q9H074,A0A024R9C1,"psi-mi:""MI:0047""(far western blotting)",taxid:9606(Homo sapiens),2
Q9H074,A0A024R9C1,"psi-mi:""MI:0047""(far western blotting)",taxid:9606(Homo sapiens),2
Q8IY22,Q80SY4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IY22,Q80SY4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IY22,Q80SY4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IY22,Q80SY4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q969Z0,O43150,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q07666,Q96GG9,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q99816,A0A024RC65,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99816,A0A024RC65,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P07305,A3KPC7,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q14839,Q9Y6N6,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q68DC2,Q6ZW76,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q15818,A0A024RA17,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q15818,A0A024RA17,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A8K3M3,P17706,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q8TB45,P42345,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P30711,Q9P2M1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P51957,Q68CZ1,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q8TB45,P42345,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8TB45,P42345,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O00429,Q96HS1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P22392,Q76RH1,"psi-mi:""MI:0400""(affinity technology)",taxid:9606(Homo sapiens),2
Q9HAY2,Q96D98,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BQ89,Q9UK80,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P62750,Q14164,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F6KD01,Q03135,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F6KD01,Q03135,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F6KD01,Q03135,"psi-mi:""MI:0029""(cosedimentation through density gradient)",taxid:9606(Homo sapiens),2
F6KD01,Q03135,"psi-mi:""MI:0029""(cosedimentation through density gradient)",taxid:9606(Homo sapiens),2
Q99816,Q9NPF5,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O95251,P21127,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O95251,P21127,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O95251,P21127,"psi-mi:""MI:0428""(imaging technique)",taxid:9606(Homo sapiens),2
O95251,P21127,"psi-mi:""MI:0428""(imaging technique)",taxid:9606(Homo sapiens),2
O95251,P21127,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O95251,P21127,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2SW46,P49411,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9NRR6,P30307,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9BTE6-2,Q9NQR3,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
O95471-2,A0A024RBS4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14164,O60925,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P63261,O15111,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P54253,O43251,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
B2R6F3,A0A024R6D8,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q8N9I0,C3PTT6,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q8N9I0,C3PTT6,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P26641,A0A024R0A8,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R8H7,A0A024RD80,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q8N1L9,Q15744,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
Q9BTE6-2,Q9NYS7,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A9UGY9,Q8IZQ1,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
A9UGY9,Q8IZQ1,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
A9UGY9,Q8IZQ1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O75365,Q8NBQ5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UGK3,Q9ULC6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IYB1,Q9NR12,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9UKE5,O15372,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NYB0,Q9BQE9,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9NYB0,Q9BQE9,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q96QG7,Q96EF0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96QG7,Q96EF0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96QG7,Q96EF0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96QG7,Q96EF0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96QG7,Q96EF0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96QG7,Q96EF0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P11387,A0A024QYX8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,P78527,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
Q9R0X0,O75586,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9R0X0,O75586,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P01112,Q7Z569,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R739,O76070,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
A0A024QZ03,A0A090N7U0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P03427,P49411,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P03427,P49411,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P03427,P49411,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P03427,P49411,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
A0A024QZ26,Q9NQC7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024QZ26,Q9NQC7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024QZ26,Q9NQC7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024QZ26,Q9NQC7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024QZ26,Q9NQC7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024QZ26,Q9NQC7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UJY5,O60941,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
Q9BTE6-2,Q53FC7,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q14008,Q9P270,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UEW8,Q9H4A3,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z5H7,A0A024RBE9,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A0A0S2Z5H7,A0A024RBE9,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P30679,Q969F8,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
A0A024R1L9,Q5TCX8,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q5JST6,Q9H871,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024R739,P18510,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
P52294,Q01201,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P42224,P06498,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P42224,P06498,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P42224,P06498,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P42224,P06498,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9P0L0,P35372,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UBU8-2,Q9Y605,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q9UBU8-2,Q9Y605,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q8IVA1,P10153,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,Q9BSI4,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P14618,Q9BSI4,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9BYW2,P49454,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9Y5R8,Q8TBN0,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q86XF0,Q9BSI4,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
A0A024R2T3,Q13868,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9BRS2,O94906,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P62879,Q13200,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A024RB53,O00233,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8NB90,Q6P656,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P20248,P31751,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P20248,P31751,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O00170,O94763,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q7L2K0,Q86SX3-2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q13283,P0DTC9,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q96MK3,Q96MK3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q01105,P29372,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P29274,B4DJ51,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P29274,B4DJ51,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
A0A024RC72,A0A0S2Z5T1,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RC72,A0A0S2Z5T1,"psi-mi:""MI:0004""(affinity chromatography technology)",taxid:9606(Homo sapiens),2
A0A024RC72,A0A0S2Z5T1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
